Name                                                          Type               Forward_MACs    FPercent    Memory      MPercent    Params    PPercent    InShape      OutShape
/features/features.5/conv/conv.5/Mul_1                        Mul                19,968          0.21%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.5/conv/conv.6/avg_pool/GlobalAveragePool   GlobalAveragePool  20,280          0.21%       312         0.00%       0         0.00%       1x78x16x16   1x78x1x1
/features/features.5/conv/conv.6/Transpose                    Transpose          0               0.00%       312         0.00%       0         0.00%       1x78x1       1x1x78
/features/features.5/conv/conv.6/conv/Conv                    Conv               546             0.01%       340         0.00%       7         0.01%       1x1x78       1x1x78
/features/features.5/conv/conv.6/sigmoid/Sigmoid              Sigmoid            2,496           0.03%       312         0.00%       0         0.00%       1x1x78       1x1x78
/features/features.5/conv/conv.6/Transpose_1                  Transpose          0               0.00%       312         0.00%       0         0.00%       1x1x78       1x78x1
/features/features.5/conv/conv.6/Mul                          Mul                78              0.00%       312         0.00%       0         0.00%       1x78x1x1     1x78x1x1
/features/features.5/conv/conv.6/Mul_1                        Mul                78              0.00%       312         0.00%       0         0.00%       1x78x1x1     1x78x1x1
/features/features.5/conv/conv.6/Add                          Add                78              0.00%       312         0.00%       0         0.00%       1x78x1x1     1x78x1x1
/features/features.5/conv/conv.6/Expand                       Expand             0               0.00%       79,872      0.77%       0         0.00%       1x78x1x1     1x78x16x16
/features/features.5/conv/conv.6/Mul_2                        Mul                19,968          0.21%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.5/conv/conv.7/Conv                         Conv               262,912         2.79%       17,368      0.17%       1,014     2.05%       1x78x16x16   1x13x16x16
/features/features.5/Mul                                      Mul                3,328           0.04%       13,312      0.13%       0         0.00%       1x13x16x16   1x13x16x16
/features/features.5/Mul_1                                    Mul                3,328           0.04%       13,312      0.13%       0         0.00%       1x13x16x16   1x13x16x16
/features/features.5/Add                                      Add                3,328           0.04%       13,312      0.13%       0         0.00%       1x13x16x16   1x13x16x16
/features/features.5/Add_1                                    Add                3,328           0.04%       13,312      0.13%       0         0.00%       1x13x16x16   1x13x16x16
/features/features.6/conv/conv.0/Conv                         Conv               279,552         2.96%       83,928      0.81%       1,014     2.05%       1x13x16x16   1x78x16x16
/features/features.6/conv/conv.2/Div                          Div                79,872          0.85%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.2/Erf                          Erf                0               0.00%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.2/Add                          Add                19,968          0.21%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.2/Mul                          Mul                19,968          0.21%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.2/Mul_1                        Mul                19,968          0.21%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.3/Conv                         Conv               199,680         2.12%       82,680      0.80%       702       1.42%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.5/Div                          Div                79,872          0.85%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.5/Erf                          Erf                0               0.00%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.5/Add                          Add                19,968          0.21%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.5/Mul                          Mul                19,968          0.21%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.5/Mul_1                        Mul                19,968          0.21%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.6/avg_pool/GlobalAveragePool   GlobalAveragePool  20,280          0.21%       312         0.00%       0         0.00%       1x78x16x16   1x78x1x1
/features/features.6/conv/conv.6/Transpose                    Transpose          0               0.00%       312         0.00%       0         0.00%       1x78x1       1x1x78
/features/features.6/conv/conv.6/conv/Conv                    Conv               546             0.01%       340         0.00%       7         0.01%       1x1x78       1x1x78
/features/features.6/conv/conv.6/sigmoid/Sigmoid              Sigmoid            2,496           0.03%       312         0.00%       0         0.00%       1x1x78       1x1x78
/features/features.6/conv/conv.6/Transpose_1                  Transpose          0               0.00%       312         0.00%       0         0.00%       1x1x78       1x78x1
/features/features.6/conv/conv.6/Mul                          Mul                78              0.00%       312         0.00%       0         0.00%       1x78x1x1     1x78x1x1
/features/features.6/conv/conv.6/Mul_1                        Mul                78              0.00%       312         0.00%       0         0.00%       1x78x1x1     1x78x1x1
/features/features.6/conv/conv.6/Add                          Add                78              0.00%       312         0.00%       0         0.00%       1x78x1x1     1x78x1x1
/features/features.6/conv/conv.6/Expand                       Expand             0               0.00%       79,872      0.77%       0         0.00%       1x78x1x1     1x78x16x16
/features/features.6/conv/conv.6/Mul_2                        Mul                19,968          0.21%       79,872      0.77%       0         0.00%       1x78x16x16   1x78x16x16
/features/features.6/conv/conv.7/Conv                         Conv               262,912         2.79%       17,368      0.17%       1,014     2.05%       1x78x16x16   1x13x16x16
/features/features.6/Mul                                      Mul                3,328           0.04%       13,312      0.13%       0         0.00%       1x13x16x16   1x13x16x16
/features/features.6/Mul_1                                    Mul                3,328           0.04%       13,312      0.13%       0         0.00%       1x13x16x16   1x13x16x16
/features/features.6/Add                                      Add                3,328           0.04%       13,312      0.13%       0         0.00%       1x13x16x16   1x13x16x16
/features/features.6/Add_1                                    Add                3,328           0.04%       13,312      0.13%       0         0.00%       1x13x16x16   1x13x16x16
/features/features.7/conv/conv.0/Conv                         Conv               372,736         3.95%       111,904     1.08%       1,352     2.73%       1x13x16x16   1x104x16x16
/features/features.7/conv/conv.2/Div                          Div                106,496         1.13%       106,496     1.03%       0         0.00%       1x104x16x16  1x104x16x16
/features/features.7/conv/conv.2/Erf                          Erf                0               0.00%       106,496     1.03%       0         0.00%       1x104x16x16  1x104x16x16
/features/features.7/conv/conv.2/Add                          Add                26,624          0.28%       106,496     1.03%       0         0.00%       1x104x16x16  1x104x16x16
/features/features.7/conv/conv.2/Mul                          Mul                26,624          0.28%       106,496     1.03%       0         0.00%       1x104x16x16  1x104x16x16
/features/features.7/conv/conv.2/Mul_1                        Mul                26,624          0.28%       106,496     1.03%       0         0.00%       1x104x16x16  1x104x16x16
/features/features.7/conv/conv.3/Conv                         Conv               66,560          0.71%       30,368      0.29%       936       1.89%       1x104x16x16  1x104x8x8
/features/features.7/conv/conv.5/Div                          Div                26,624          0.28%       26,624      0.26%       0         0.00%       1x104x8x8    1x104x8x8
/features/features.7/conv/conv.5/Erf                          Erf                0               0.00%       26,624      0.26%       0         0.00%       1x104x8x8    1x104x8x8
/features/features.7/conv/conv.5/Add                          Add                6,656           0.07%       26,624      0.26%       0         0.00%       1x104x8x8    1x104x8x8
/features/features.7/conv/conv.5/Mul                          Mul                6,656           0.07%       26,624      0.26%       0         0.00%       1x104x8x8    1x104x8x8
/features/features.7/conv/conv.5/Mul_1                        Mul                6,656           0.07%       26,624      0.26%       0         0.00%       1x104x8x8    1x104x8x8
/features/features.7/conv/conv.6/avg_pool/GlobalAveragePool   GlobalAveragePool  7,072           0.07%       416         0.00%       0         0.00%       1x104x8x8    1x104x1x1
/features/features.7/conv/conv.6/Transpose                    Transpose          0               0.00%       416         0.00%       0         0.00%       1x104x1      1x1x104
/features/features.7/conv/conv.6/conv/Conv                    Conv               728             0.01%       444         0.00%       7         0.01%       1x1x104      1x1x104
/features/features.7/conv/conv.6/sigmoid/Sigmoid              Sigmoid            3,328           0.04%       416         0.00%       0         0.00%       1x1x104      1x1x104
/features/features.7/conv/conv.6/Transpose_1                  Transpose          0               0.00%       416         0.00%       0         0.00%       1x1x104      1x104x1
/features/features.7/conv/conv.6/Mul                          Mul                104             0.00%       416         0.00%       0         0.00%       1x104x1x1    1x104x1x1
/features/features.7/conv/conv.6/Mul_1                        Mul                104             0.00%       416         0.00%       0         0.00%       1x104x1x1    1x104x1x1
/features/features.7/conv/conv.6/Add                          Add                104             0.00%       416         0.00%       0         0.00%       1x104x1x1    1x104x1x1
/features/features.7/conv/conv.6/Expand                       Expand             0               0.00%       26,624      0.26%       0         0.00%       1x104x1x1    1x104x8x8
/features/features.7/conv/conv.6/Mul_2                        Mul                6,656           0.07%       26,624      0.26%       0         0.00%       1x104x8x8    1x104x8x8
/features/features.7/conv/conv.7/Conv                         Conv               114,240         1.21%       11,424      0.11%       1,768     3.57%       1x104x8x8    1x17x8x8
/features/features.7/Mul                                      Mul                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.7/Mul_1                                    Mul                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.7/Add                                      Add                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.8/conv/conv.0/Conv                         Conv               156,672         1.66%       44,064      0.43%       2,312     4.67%       1x17x8x8     1x136x8x8
/features/features.8/conv/conv.2/Div                          Div                34,816          0.37%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.2/Erf                          Erf                0               0.00%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.2/Add                          Add                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.2/Mul                          Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.2/Mul_1                        Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.3/Conv                         Conv               87,040          0.92%       39,712      0.38%       1,224     2.47%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.5/Div                          Div                34,816          0.37%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.5/Erf                          Erf                0               0.00%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.5/Add                          Add                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.5/Mul                          Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.5/Mul_1                        Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.6/avg_pool/GlobalAveragePool   GlobalAveragePool  9,248           0.10%       544         0.01%       0         0.00%       1x136x8x8    1x136x1x1
/features/features.8/conv/conv.6/Transpose                    Transpose          0               0.00%       544         0.01%       0         0.00%       1x136x1      1x1x136
/features/features.8/conv/conv.6/conv/Conv                    Conv               952             0.01%       572         0.01%       7         0.01%       1x1x136      1x1x136
/features/features.8/conv/conv.6/sigmoid/Sigmoid              Sigmoid            4,352           0.05%       544         0.01%       0         0.00%       1x1x136      1x1x136
/features/features.8/conv/conv.6/Transpose_1                  Transpose          0               0.00%       544         0.01%       0         0.00%       1x1x136      1x136x1
/features/features.8/conv/conv.6/Mul                          Mul                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.8/conv/conv.6/Mul_1                        Mul                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.8/conv/conv.6/Add                          Add                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.8/conv/conv.6/Expand                       Expand             0               0.00%       34,816      0.34%       0         0.00%       1x136x1x1    1x136x8x8
/features/features.8/conv/conv.6/Mul_2                        Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.8/conv/conv.7/Conv                         Conv               149,056         1.58%       13,600      0.13%       2,312     4.67%       1x136x8x8    1x17x8x8
/features/features.8/Mul                                      Mul                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.8/Mul_1                                    Mul                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.8/Add                                      Add                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.8/Add_1                                    Add                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.9/conv/conv.0/Conv                         Conv               156,672         1.66%       44,064      0.43%       2,312     4.67%       1x17x8x8     1x136x8x8
/features/features.9/conv/conv.2/Div                          Div                34,816          0.37%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.2/Erf                          Erf                0               0.00%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.2/Add                          Add                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.2/Mul                          Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.2/Mul_1                        Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.3/Conv                         Conv               87,040          0.92%       39,712      0.38%       1,224     2.47%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.5/Div                          Div                34,816          0.37%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.5/Erf                          Erf                0               0.00%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.5/Add                          Add                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.5/Mul                          Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
